"SITEYR","Year","StreamName","Northing83","Easting83","Latitude83","Longitude8","Long83","MDE6Digit","MDE6Name","Basin","MDE8Digit","MDE8Name","SHEDNUM","DNR12DIG","CountyName","CountyCode","BIBIStrata","FIBIStrata","DIST","UTM17N_LON","UTM17N_LAT","UTM18N_LAT","UTM18N_LON","AlbersX","AlbersY"
"MATT-033-S-2006",2006,"MATTAWOMAN CREEK",101637.7,391491.1,38.582248,77.097657,"-77.097657","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",42.0550912242,839971,4277680,0,0,1620452.93624,1889812.67316
"MATT-033-S-2007",2007,"MATTAWOMAN CREEK",101637.7,391491.1,38.582248,77.097657,"-77.097657","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",42.0550912242,839971,4277680,0,0,1620452.93624,1889812.67316
"MATT-033-S-2008",2008,"MATTAWOMAN CREEK",101637.7,391491.1,38.58225,77.09766,"-77.09766","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",42.0524998822,839971,4277680,0,0,1620452.93624,1889812.67316
"MATT-033-S-2009",2009,"MATTAWOMAN CREEK",101637.7,391491.1,38.58225,77.09766,"-77.09766","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",42.0524998822,839971,4277680,0,0,1620452.93624,1889812.67316
"MATT-033-S-2010",2010,"MATTAWOMAN CREEK",101637.7,391491.1,38.58225,77.09766,"-77.09766","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",42.0524998822,839971,4277680,0,0,1620452.93624,1889812.67316
"MATT-033-S-2011",2011,"MATTAWOMAN CREEK",101637.879,391490.862,38.58225,77.09766,"-77.09766","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",42.0524998822,839971,4277680,0,0,1620452.93624,1889812.67316
"MATT-101-A-2009",2009,"OLD WOMANS CREEK",103195.2563,396636.7581,38.596315,77.038608,"-77.038608","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",13.8060050915,845034,4279420,0,0,1625127.4257,1892317.86548
"MATT-101-A-2010",2010,"OLD WOMANS CREEK",103195.256287,396636.758085,38.596315,77.038608,"-77.038608","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",13.8060050915,845034,4279420,0,0,1625127.4257,1892317.86548
"MATT-102-A-2009",2009,"OLD WOMANS CREEKS",103130.7328,398256.6928,38.595738,77.020012,"-77.020012","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",2.33087033654,846648,4279430,0,0,1626702.73069,1892580.53355
"MATT-102-A-2010",2010,"OLD WOMAN'S CREEK",103130.732817,398256.692755,38.595738,77.020012,"-77.020012","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",2.33087033654,846648,4279430,0,0,1626702.73069,1892580.53355
"MATT-102-R-2007",2007,"MYRTLE GROVE LAKE UT1 UT1",99477,393480,38.5628,77.07481,"-77.07481","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0782","021401110782","Charles","CH","COASTAL","COASTAL",70.1583854989,841989,4275520,0,0,1622766.93578,1887964.92392
"MATT-103-R-2000",2000,"MATTAWOMAN CREEK UT2",102500.3,389593.8,38.589999,77.119446,"-77.119446","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",-9999,838016,4278430,0,0,1618684.7051,1890272.35501
"MATT-103-R-2007",2007,"PINEY BRANCH",107249.6,405615.3,38.63283,76.93551,"-76.93551","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0785","021401110785","Charles","CH","COASTAL","COASTAL",12.4358067155,853841,4283880,0,0,1633032.06942,1898109.3645
"MATT-104-R-2000",2000,"MATTAWOMAN CREEK UT3",100188.2,395129.4,38.569218,77.05589,"-77.05589","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0783","021401110783","Charles","CH","COASTAL","COASTAL",31.7940574243,843647,4276390,0,0,1624250.43281,1889086.74753
"MATT-104-R-2007",2007,"MATTAWOMAN CREEK UT5",101652,388385,38.58234,77.13331,"-77.13331","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",13.8889369132,836852,4277520,0,0,1617430.09704,1889171.13578
"MATT-105-R-2000",2000,"MATTAWOMAN CREEK UT1",111072.5,405593,38.667267,76.935732,"-76.935732","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0786","021401110786","Prince George's","PG","COASTAL","COASTAL",51.1704532338,853691,4287700,0,0,1632281.99173,1901894.3538
"MATT-108-R-2000",2000,"MATTAWOMAN CREEK UT1",110142.4,405488.1,38.658889,76.936945,"-76.936945","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0786","021401110786","Prince George's","PG","COASTAL","COASTAL",5.8050862643,853572,4286760,0,0,1632314.22742,1900938.91692
"MATT-109-R-2000",2000,"MATTAWOMAN CREEK UT2",106757.3,392157.4,38.628376,77.090068,"-77.090068","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",17.9110941647,840408,4282800,0,0,1620073.06158,1894975.03426
"MATT-110-A-2009",2009,"OLD WOMAN'S CREEK UT",104891.7887,399402.9306,38.611604,77.006855,"-77.006855","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",24.5748091914,847743,4281250,0,0,1627486.03227,1894558.65263
"MATT-110-A-2010",2010,"OLD WOMAN'S CREEK UT",104891.789,399402.931,38.611604,77.006855,"-77.006855","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",24.5748091914,847743,4281250,0,0,1627486.03227,1894558.65263
"MATT-115-L-2000",2000,"MATTAWOMAN CREEK UT2",106742.6,393048.6,38.628251,77.079833,"-77.079833","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",21.7821410748,841299,4282830,0,0,1620937.26766,1895149.58396
"MATT-115-R-2000",2000,"MATTAWOMAN CREEK UT2",106742.6,393048.6,38.628251,77.079833,"-77.079833","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0781","021401110781","Charles","CH","COASTAL","COASTAL",21.7821410748,841299,4282830,0,0,1620937.26766,1895149.58396
"MATT-117-A-2011",2011,"MATTAWOMAN CREEK UT",96880.258,385150.569,38.539306,77.170326,"-77.170326","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0780","021401110780","Charles","CH","COASTAL","COASTAL",38.5429974953,833852,4272620,0,0,1615272.06464,1883828.78534
"MATT-117-R-2000",2000,"MATTAWOMAN CREEK UT5",96880.2,385150.6,38.539305,77.170326,"-77.170326","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0780","021401110780","Charles","CH","COASTAL","COASTAL",38.5160373092,833852,4272620,0,0,1615272.06464,1883828.78534
"MATT-201-A-2008",2008,"MATTAWOMAN CREEK",110395.467196,412555.648544,38.6611,76.85574,"-76.85574","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0788","021401110788","Prince George's","PG","COASTAL","COASTAL",6.33866951523,860639,4287320,0,0,1639132.27243,1902582.15729
"MATT-210-R-2000",2000,"PINEY BRANCH",109691.3,401570.1,38.65484,76.981962,"-76.981962","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0785","021401110785","Charles","CH","COASTAL","COASTAL",45.4753966983,849708,4286170,0,0,1628629.23789,1899764.98565
"MATT-212-A-2011",2011,"MATTAWOMAN CREEK UT",97595.11,383735.486,38.545721,77.186574,"-77.186574","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0780","021401110780","Charles","CH","COASTAL","COASTAL",6.90622338647,832365,4273270,0,0,1613692.40487,1884234.5912
"MATT-212-R-2000",2000,"MATTAWOMAN CREEK UT4",97265.5,383792.2,38.542753,77.185916,"-77.185916","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0780","021401110780","Charles","CH","COASTAL","COASTAL",19.6837345519,832457,4272950,0,0,1613855.59,1883943.49481
"MATT-216-R-2000",2000,"PINEY BRANCH",109373.1,402000.6,38.651973,76.977017,"-76.977017","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0785","021401110785","Charles","CH","COASTAL","COASTAL",1.43447891499,850121,4285840,0,0,1629068.57009,1899540.02716
"MATT-305-X-2000",2000,"MATTAWOMAN CREEK",105732.1,395960,38.619165,77.046391,"-77.046391","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Prince George's","PG","COASTAL","COASTAL",43.4382387927,844269,4281910,0,0,1623987.04912,1894679.21086
"MATT-305-X-2011",2011,"MATTAWOMAN CREEK",110336.628,402797.302,38.660651,76.96786,"-76.96786","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0786","021401110786","Charles","CH","COASTAL","COASTAL",12.8515461083,850877,4286850,0,0,1629665.21993,1900620.09476
"MATT-306-X-2011",2011,"MATTAWOMAN CREEK",109419.973,407345.725,38.652367,76.91561,"-76.91561","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0786","021401110786","Charles","CH","COASTAL","COASTAL",38.6070395352,855468,4286160,0,0,1634261.13002,1900633.28747
"MATT-308-A-2009",2009,"MATTAWOMAN CREEK",105895.8454,396017.4501,38.620641,77.045733,"-77.045733","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",8.754368067,844296,4282110,0,0,1623981.36269,1894884.95761
"MATT-308-A-2010",2010,"MATTAWOMAN CREEK",105895.845354,396017.450066,38.620641,77.045733,"-77.045733","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",8.754368067,844296,4282110,0,0,1623981.36269,1894884.95761
"MATT-309-A-2009",2009,"MATTAWOMAN CREEK",105154.404,395716.831,38.61396,77.04918,"-77.04918","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",45.3483019287,844065,4281340,0,0,1623877.0991,1894085.03665
"MATT-309-A-2010",2010,"MATTAWOMAN CREEK",105002.417392,395712.872352,38.612591,77.049225,"-77.049225","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Charles","CH","COASTAL","COASTAL",55.6194094794,844073,4281220,0,0,1623903.69597,1893966.82617
"MATT-314-A-2010",2010,"MATTAWOMAN CREEK",110120.798,404423.235,38.6587,76.94918,"-76.94918","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0786","021401110786","Charles","CH","COASTAL","COASTAL",36.1226895079,852515,4286660,0,0,1631296.80107,1900678.06648
"MATT-316-A-2007",2007,"MATTAWOMAN CREEK",110087.5,401598,38.65841,76.98164,"-76.98164","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0786","021401110786","Prince George's","PG","COASTAL","COASTAL",60.636350623,849717,4286490,0,0,1628589.50811,1900076.91398
"MATT-320-R-2000",2000,"MATTAWOMAN CREEK",109438.4,407467.8,38.652532,76.914207,"-76.914207","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0786","021401110786","Charles","CH","COASTAL","COASTAL",32.6277729204,855587,4286180,0,0,1634374.84818,1900669.32128
"NANJ-101-B-2008",2008,"WARD'S RUN UT",93106.450458,385317.747353,38.50531,77.16833,"-77.16833","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0778","021401100778","Charles","CH","COASTAL","COASTAL",23.3239443153,834158,4268860,0,0,1616163.26789,1880138.04794
"NANJ-104-R-2000",2000,"MILL RUN UT1",92626.7,392112.1,38.501076,77.090428,"-77.090428","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",25.195447386,840941,4268680,0,0,1622830.20366,1881017.30739
"NANJ-109-R-2000",2000,"NANJEMOY CREEK UT1",81514,382821,38.400833,77.196667,"-77.196667","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0776","021401100776","Charles","CH","COASTAL","COASTAL",32.5837102847,832123,4257160,0,0,1616201.78051,1868205.16522
"NANJ-111-R-2000",2000,"MILL RUN UT1",92875.1,390973.4,38.503303,77.103485,"-77.103485","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",53.1900859978,839812,4268910,0,0,1621682.4227,1881053.57254
"NANJ-111-R-2008",2008,"JANE BERRYS RUN",93995.671312,385458.792046,38.51332,77.16673,"-77.16673","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0778","021401100778","Charles","CH","COASTAL","COASTAL",7.27540110534,834251,4269730,0,0,1616117.58857,1881017.94004
"NANJ-112-R-2000",2000,"HANCOCK RUN",89530.8,382331.6,38.473045,77.202473,"-77.202473","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",33.3473233732,831282,4265140,0,0,1613941.30875,1875982.07018
"NANJ-115-A-2011",2011,"NANJEMOY CREEK UT",89810.154,384849.943,38.475608,77.17362,"-77.17362","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0775","021401100775","Charles","CH","COASTAL","COASTAL",5.19671823841,833824,4265530,0,0,1616363.23318,1876767.2934
"NANJ-115-R-2000",2000,"HILL TOP FORK UT1",89810.2,384849.9,38.475608,77.17362,"-77.17362","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0775","021401100775","Charles","CH","COASTAL","COASTAL",5.17830896516,833824,4265530,0,0,1616363.23318,1876767.2934
"NANJ-117-R-2000",2000,"NANJEMOY CREEK UT1",81847,383072.9,38.403837,77.193791,"-77.193791","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0776","021401100776","Charles","CH","COASTAL","COASTAL",12.3305261459,832403,4257490,0,0,1616246.28681,1868532.31267
"NANJ-119-R-2000",2000,"JANE BERRYS RUN UT1",93427,384633.1,38.508188,77.176185,"-77.176185","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0778","021401100778","Charles","CH","COASTAL","COASTAL",33.5161542835,833446,4269170,0,0,1615419.17981,1880332.23757
"NANJ-151-X-2006",2006,"BEAVERDAM CREEK UT1",88310,379546,38.461987,77.234359,"-77.234359","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",8.37285038525,828591,4263800,0,0,1611522.64636,1874234.89399
"NANJ-152-X-2006",2006,"BEAVERDAM CREEK UT2",85655,379091,38.438058,77.239492,"-77.239492","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",6.03716983751,828244,4261120,0,0,1611607.53004,1871511.02723
"NANJ-205-R-2000",2000,"HANCOCK RUN",85739.1,382459.2,38.438889,77.200915,"-77.200915","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",3.26931117885,831609,4261360,0,0,1614858.36408,1872266.13125
"NANJ-206-R-2000",2000,"BEAVERDAM CREEK",87389.9,379956.9,38.453707,77.229624,"-77.229624","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",7.68648364647,829041,4262890,0,0,1612105.43533,1873403.9086
"NANJ-301-A-2008",2008,"WARD'S RUN",92034.249831,387814.159878,38.49569,77.13969,"-77.13969","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0778","021401100778","Charles","CH","COASTAL","COASTAL",31.6665170614,836668,4267910,0,0,1618768.47466,1879567.23242
"NANJ-301-H-2007",2007,"NANJEMOY CREEK",83406.6,381713.1,38.41786,77.2094,"-77.2094","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",7.98292652982,830971,4258990,0,0,1614609.28335,1869808.38263
"NANJ-301-H-2008",2008,"NANJEMOY CREEK",83406.6,381713.1,38.41786,77.2094,"-77.2094","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",7.98292652982,830971,4258990,0,0,1614609.28335,1869808.38263
"NANJ-301-H-2009",2009,"NANJEMOY CREEK",83406.6,381713.1,38.41786,77.2094,"-77.2094","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",7.98292652982,830971,4258990,0,0,1614609.28335,1869808.38263
"NANJ-301-H-2010",2010,"NANJEMOY CREEK",83406.6,381713.1,38.41786,77.2094,"-77.2094","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",7.98292652982,830971,4258990,0,0,1614609.28335,1869808.38263
"NANJ-301-H-2011",2011,"NANJEMOY CREEK UT",83406.55,381713.086,38.41786,77.2094,"-77.2094","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",7.98292652982,830971,4258990,0,0,1614609.28335,1869808.38263
"NANJ-301-R-2008",2008,"NANJEMOY CREEK",83483.324304,381618.355258,38.41855,77.21049,"-77.21049","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",19.9163427952,830867,4259040,0,0,1614499.39394,1869845.66643
"NANJ-304-R-2008",2008,"NANJEMOY CREEK",83338.88394,382120.417222,38.41726,77.20473,"-77.20473","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",51.6114761526,831337,4258900,0,0,1614981.40038,1869778.57778
"NANJ-308-R-2000",2000,"NANJEMOY CREEK",83338.4,381849.2,38.417249,77.20784,"-77.20784","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0777","021401100777","Charles","CH","COASTAL","COASTAL",10.5975617579,831105,4258940,0,0,1614748.15159,1869777.64481
"NANJ-321-A-2007",2007,"WARDS RUN",93066.2,386879.5,38.50497,77.15042,"-77.15042","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0778","021401100778","Charles","CH","COASTAL","COASTAL",7.02977596083,835712,4268870,0,0,1617682.71062,1880377.79628
"NANJ-331-S-2000",2000,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2001",2001,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2002",2002,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2003",2003,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2004",2004,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2005",2005,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2006",2006,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2007",2007,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2008",2008,"MILL RUN",90715.5,392501.8,38.48386,77.08594,"-77.08594","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.23863858556,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2009",2009,"MILL BRANCH",90715.5,392501.8,38.48386,77.08594,"-77.08594","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.23863858556,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2010",2010,"MILL RUN",90715.5,392501.8,38.48386,77.08594,"-77.08594","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.23863858556,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-S-2011",2011,"MILL RUN",90715.271,392501.746,38.48386,77.08594,"-77.08594","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.23863858556,841437,4266770,0,0,1623827.08738,1879220.71721
"NANJ-331-X-2002",2002,"MILL RUN",90715.5,392501.8,38.483862,77.085939,"-77.085939","021401","Lower Potomac River","LP","02140110","Nanjemoy Creek","0779","021401100779","Charles","CH","COASTAL","COASTAL",6.00710808028,841437,4266770,0,0,1623827.08738,1879220.71721
"NCRW-002-N-2004",2004,"(VA)",99743,362936,38.564443,77.425282,"-77.425282","None","None","None","None","None","None","None","None","None","NON_MD","NON_MD",37.604282777,811481,4274540,0,0,1593098.8465,1882315.73753
"NCRW-003-N-2004",2004,"(VA)",99064,363103,38.558333,77.42333,"-77.42333","None","None","None","None","None","None","None","None","None","NON_MD","NON_MD",6.23771250472,811678,4273830,0,0,1593407.4671,1881627.87982
"PG-S-005-220-95",1995,"MATTAWOMAN CREEK",107072,396656.5,38.631239,77.0384,"-77.0384","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0784","021401110784","Prince George's","PG","COASTAL","COASTAL",7.65088223914,844869,4283310,0,0,1624461.25221,1896077.13104
"PG-S-032-209-95",1995,"MATTAWOMAN CREEK",109720.2,409199.1,38.655054,76.894314,"-76.894314","021401","Lower Potomac River","LP","02140111","Mattawoman Creek","0787","021401110787","Prince George's","PG","COASTAL","COASTAL",41.6805839802,857304,4286460,0,0,1636008.56806,1901214.25025
"PG-S-052-109-95",1995,"WOLF DEN BRANCH",109492.9,416757.8,38.652895,76.80748,"-76.80748","021401","Lower Potomac River","LP","02140108","Zekiah Swamp","0769","021401080769","Prince George's","PG","COASTAL","COASTAL",-9999,864881,4286610,0,0,1643464.84211,1902538.74489
"PRLT-101-B-2008",2008,"WHITES NECK CREEK",67686.683482,418100.098047,38.27625,76.79315,"-76.79315","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0702","021401010702","St. Mary's","SM","COASTAL","COASTAL",22.7582316271,868037,4244870,0,0,1653067.0109,1861430.06298
"PRLT-103-R-2002",2002,"POPLAR HILL CREEK UT",63668.97,437259.19,38.239454,76.574408,"-76.574408","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0698","021401010698","St. Mary's","SM","COASTAL","COASTAL",29.3168602444,887404,4241670,0,0,1672495.06002,1861215.03488
"PRLT-104-R-2002",2002,"BELVEDERE CREEK",63326.5,434659,38.236474,76.604125,"-76.604125","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0698","021401010698","St. Mary's","SM","COASTAL","COASTAL",32.1418326904,884825,4241200,0,0,1670049.29459,1860353.00895
"PRLT-104-R-2004",2004,"POTOMAC RIVER UT18",83269.6,400058.3,38.416815,76.999332,"-76.999332","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0705","021401010705","Charles","CH","COASTAL","COASTAL",13.7249484414,849314,4259660,0,0,1632431.474,1873294.95479
"PRLT-105-R-2002",2002,"POPLAR HILL CREEK",63847.2,436016.2,38.241111,76.588597,"-76.588597","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0698","021401010698","St. Mary's","SM","COASTAL","COASTAL",35.8673769706,886163,4241770,0,0,1671266.72374,1861124.43937
"PRLT-105-R-2007",2007,"POTOMAC RIVER UT29 UT1",86123.7,400028.8,38.44253,76.99967,"-76.99967","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0705","021401010705","Charles","CH","COASTAL","COASTAL",9.85083067714,849158,4262510,0,0,1631829.01657,1876109.19851
"PRLT-107-B-2008",2008,"WHITES NECK CREEK UT",68345.637964,419162.687812,38.28216,76.78099,"-76.78099","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0702","021401010702","St. Mary's","SM","COASTAL","COASTAL",16.2069621405,869086,4245560,0,0,1653982.79393,1862278.50216
"PRLT-108-R-2002",2002,"DITCHLEY PRONG",75427,405301.6,38.346147,76.939353,"-76.939353","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0704","021401010704","Charles","CH","COASTAL","COASTAL",21.1847483801,854919,4252020,0,0,1639116.64829,1866543.23589
"PRLT-112-B-2008",2008,"DITCHLEY PRONG",77419.995531,405797.963863,38.3641,76.93366,"-76.93366","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0704","021401010704","Charles","CH","COASTAL","COASTAL",28.4319671563,855339,4254040,0,0,1639207.16529,1868623.71415
"PRLT-113-R-2002",2002,"TARLETON BRANCH",60533.5,440059.7,38.211085,76.542599,"-76.542599","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0698","021401010698","St. Mary's","SM","COASTAL","COASTAL",10.0494232788,890320,4238650,0,0,1675822.28281,1858652.22646
"PRLT-114-R-2004",2004,"MILL RUN",74908.5,406447.4,38.341468,76.926251,"-76.926251","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0704","021401010704","Charles","CH","COASTAL","COASTAL",47.1205028043,856114,4251550,0,0,1640359.14803,1866254.30684
"PRLT-115-R-2004",2004,"WHITES NECK CREEK",65790.5,420011.2,38.259123,76.771361,"-76.771361","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0702","021401010702","St. Mary's","SM","COASTAL","COASTAL",10.0998281898,870032,4243040,0,0,1655305.61703,1859916.33711
"PRLT-116-R-2002",2002,"POTOMAC RIVER UT18",83530.4,400302.4,38.419165,76.996537,"-76.996537","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0705","021401010705","Charles","CH","COASTAL","COASTAL",22.8919225415,849569,4259910,0,0,1632641.35384,1873580.4319
"PRLT-202-R-2004",2004,"POTOMAC RIVER UT29",85075,399791.6,38.43308,77.002387,"-77.002387","021401","Lower Potomac River","LP","02140101","Potomac River L tidal","0705","021401010705","Charles","CH","COASTAL","COASTAL",4.34293858833,848967,4261450,0,0,1631810.47971,1875018.07358
