Site,Date,#,Location,Substrate,Pass,Species,Age,SV,TL,Notes
BRC1EL,7/11/12,6,4,W,1,DMON,A,49,112,
BRC1EL,7/11/12,7,7,B,1,DFUS,J,16,40,
BRC1EL,7/11/12,8,2,B,1,DFUS,J,17,37,
BRC1EL,7/11/12,9,0,B,1,DFUS,J,18,38,
BRC1EL,7/11/12,10,10,W,1,DFUS,A,45,107,
BRC1EL,7/11/12,11,10,W,1,DFUS,J,15,32,
BRC1EL,7/11/12,12,15,W,1,DFUS,J,18,39,
BRC1EL,7/11/12,13,15,W,1,EBIS,L,10,20,
BRC1EL,7/11/12,14,16,W,1,EBIS,L,9,20,
BRC1EL,7/11/12,15,15,W,2,EBIS,L,10,19,
BRC1EL,7/11/12,16,15,W,2,EBIS,L,9,18,
BRC1EL,7/11/12,17,15,W,2,EBIS,L,10,20,
BRC1EL,7/11/12,18,15,W,2,EBIS,L,12,25,
BRC1EL,7/11/12,19,15,W,2,EBIS,L,10,21,
BRC1EL,7/11/12,20,15,W,2,EBIS,L,9,20,
BRC1EL,7/11/12,21,15,W,2,EBIS,L,10,20,
BRC1EL,7/11/12,22,15,W,2,EBIS,L,10,20,
BRC1EL,7/11/12,23,1,W,2,EBIS,L,10,20,
BRC1EL,7/11/12,24,0,W,2,DMON,J,19,42,
BRC1EL,7/11/12,25,0,W,2,DFUS,J,26,45,
BRC1EL,7/11/12,26,0,W,2,EBIS,L,8,17,
BRC1EL,7/11/12,27,0,W,2,EBIS,L,11,20,
BRC1EL,7/11/12,28,1,W,2,EBIS,L,10,20,
BRC1EL,7/11/12,29,15,W,2,EBIS,L,11,21,
BRC1EL,7/11/12,30,15,W,2,EBIS,L,10,20,
BRC1EL,7/11/12,31,15,W,2,EBIS,L,9,18,
BRC1EL,7/11/12,32,1,W,2,EBIS,L,12,22,
BRC1EL,7/11/12,33,0,W,2,EBIS,L,22,45,
BRC1EL,7/11/12,34,4,W,2,EBIS,L,10,18,
BRC1EL,7/11/12,35,4,W,2,EBIS,L,17,32,
BRC1EL,7/11/12,36,15,W,3,EBIS,L,9,17,
BRC1EL,7/11/12,37,15,W,3,EBIS,L,7,18,
BRC1EL,7/11/12,38,15,W,3,EBIS,L,11,20,
BRC1EL,7/11/12,39,15,W,3,EBIS,L,18,33,
BRC1EL,7/11/12,40,15,W,3,EBIS,L,10,20,
BRC1EL,7/11/12,41,15,W,3,EBIS,L,10,18,
BRC1EL,7/11/12,42,15,W,3,EBIS,L,21,41,
BRC1EL,7/11/12,43,4,W,3,EBIS,L,20,44,
BRC1EL,7/11/12,44,4,W,3,EBIS,L,12,19,
BRC1EL,7/11/12,45,1,W,3,EBIS,L,20,44,
BRC1EL,7/11/12,46,1,B,3,DMON,J,26,47,short tail
BRC1EL,7/11/12,47,4,W,3,GPOR,L,42,75,
BRC1EL,7/11/12,48,4,B,3,DFUS,J,24,55,
BRC1EL,7/11/12,49,2,B,3,DFUS,A,52,95,
BRC1EL,7/11/12,50,15,W,3,EBIS,L,10,19,
BRC1EL,7/11/12,51,13,B,3,DMON,J,23,40,
BRC1EL,7/11/12,52,15,W,3,EBIS,L,11,22,
BRC1EL,7/11/12,53,15,W,3,EBIS,L,11,20,
BRC1EL,7/11/12,54,15,W,3,EBIS,L,10,20,
BRC1EL,7/11/12,55,15,W,3,EBIS,L,10,21,
BRC1EL,7/11/12,56,15,W,3,EBIS,L,11,21,
BRC1WL,7/11/12,1,8,W,1,DMON,J,17,38,
BRC1WL,7/11/12,2,9,W,1,DFUS,J,17,37,
BRC1WL,7/11/12,3,10,W,1,EBIS,L,19,27,
BRC1WL,7/11/12,4,8,W,1,DFUS,J,20,35,
BRC1WL,7/11/12,5,8,W,1,DMON,J,23,45,
BRC1WL,7/11/12,6,8,W,1,EBIS,L,10,15,
BRC1WL,7/11/12,7,10,W,1,EBIS,L,19,35,
BRC1WL,7/11/12,8,10,W,1,EBIS,L,20,35,
BRC1WL,7/11/12,9,10,W,1,EBIS,L,19,37,
BRC1WL,7/11/12,10,12,W,1,EBIS,L,19,37,
BRC1WL,7/11/12,11,11,W,1,EBIS,L,11,21,
BRC1WL,7/11/12,12,12,W,1,EBIS,L,11,20,
BRC1WL,7/11/12,13,7,W,1,DMON,J,20,44,
BRC1WL,7/11/12,14,12,B,1,DMON,J,19,39,
BRC1WL,7/11/12,15,7,W,1,EBIS,L,18,34,
BRC1WL,7/11/12,16,7,W,1,EBIS,L,19,34,
BRC1WL,7/11/12,17,7,W,1,EBIS,L,24,47,
BRC1WL,7/11/12,18,7,W,1,EBIS,L,20,36,
BRC1WL,7/11/12,19,7,B,1,DMON,J,24,49,
BRC1WL,7/11/12,20,7,W,1,DMON,J,21,46,
BRC1WL,7/11/12,21,13,B,1,DMON,J,19,39,
BRC1WL,7/11/12,22,11,W,1,DFUS,J,16,21,"tail regenerating, front right foot clubbed"
BRC1WL,7/11/12,23,11,W,1,EBIS,L,19,34,
BRC1WL,7/11/12,24,11,W,1,DMON,J,17,32,front right foot clubbed
BRC1WL,7/11/12,25,12,W,1,EBIS,L,17,31,
BRC1WL,7/11/12,26,12,W,1,EBIS,L,18,36,
BRC1WL,7/11/12,27,12,W,1,EBIS,L,25,50,
BRC1WL,7/11/12,28,11,W,1,DFUS,J,19,35,
BRC1WL,7/11/12,29,11,W,1,DMON,J,18,39,
BRC1WL,7/11/12,30,12,W,1,DFUS,J,21,43,
BRC1WL,7/11/12,31,12,W,1,DFUS,J,21,43,
BRC1WL,7/11/12,32,6,W,1,DMON,J,21,37,
BRC1WL,7/11/12,33,1,W,1,EBIS,L,19,27,missing tip of tail
BRC1WL,7/11/12,34,0,W,1,DMON,J,21,49,
BRC1WL,7/11/12,35,3,W,1,DMON,J,22,47,
BRC1WL,7/11/12,36,4,W,1,EBIS,L,21,41,
BRC1WL,7/11/12,37,1,W,1,EBIS,L,22,39,
BRC1WL,7/11/12,38,2,W,2,EBIS,L,11,20,
BRC1WL,7/11/12,39,1,W,1,EBIS,L,21,35,
BRC1WL,7/11/12,40,2,W,1,EBIS,L,20,40,
BRC1WL,7/11/12,41,2,W,1,EBIS,L,21,40,
BRC1WL,7/11/12,42,0,B,1,DMON,A,36,78,
BRC1WL,7/11/12,43,2,W,2,EBIS,L,23,42,
BRC1WL,7/11/12,44,2,W,1,DMON,J,21,46,
BRC1WL,7/11/12,45,2,B,1,DFUS,A,30,65,
BRC1WL,7/11/12,46,2,W,2,EBIS,L,12,24,
BRC1WL,7/11/12,47,5,W,1,EBIS,L,12,20,
BRC1WL,7/11/12,48,5,W,1,DMON,J,23,47,
BRC1WL,7/11/12,49,8,W,1,EBIS,L,21,37,
BRC1WL,7/11/12,50,3,W,2,EBIS,L,11,21,
BRC1WL,7/11/12,51,0,W,2,EBIS,L,17,31,"abdomen damaged, swimming upside down"
BRC1WL,7/11/12,52,9,W,2,EBIS,L,20,37,
BRC1WL,7/11/12,53,3,W,2,EBIS,L,22,45,
BRC1WL,7/11/12,54,0,W,2,EBIS,L,11,20,
BRC1WL,7/11/12,55,10,W,2,EBIS,L,11,18,
BRC1WL,7/11/12,56,9,W,2,EBIS,L,16,30,
BRC1WL,7/11/12,57,0,W,1,DMON,J,18,44,
BRC1WL,7/11/12,58,4,W,1,DMON,J,22,48,
BRC1WL,7/11/12,59,9,W,2,EBIS,L,10,17,
BRC1WL,7/11/12,60,11,W,2,DFUS,J,22,44,
BRC1WL,7/11/12,61,5,W,2,EBIS,L,21,40,
BRC1WL,7/11/12,62,10,W,2,DFUS,J,17,35,left front foot ¤ fingers (sic: toes) small
BRC1WL,7/11/12,63,9,W,2,EBIS,L,24,46,
BRC1WL,7/11/12,64,10,W,2,EBIS,L,12,18,
BRC1WL,7/11/12,65,0,W,2,EBIS,L,10,18,
BRC1WL,7/11/12,66,7,W,2,EBIS,L,20,40,
BRC1WL,7/11/12,67,9,W,2,EBIS,L,20,38,
BRC1WL,7/11/12,68,7,W,2,EBIS,L,17,27,
BRC1WL,7/11/12,69,8,W,2,EBIS,L,20,40,
BRC1WL,7/11/12,70,8,W,2,EBIS,L,19,35,
BRC1WL,7/11/12,71,1,W,2,EBIS,L,20,37,
BRC1WL,7/11/12,72,8,W,2,EBIS,L,11,20,
BRC1WL,7/11/12,73,10,W,2,EBIS,L,18,34,
BRC1WL,7/11/12,74,10,W,2,EBIS,L,21,37,
BRC1WL,7/11/12,75,10,W,2,EBIS,L,20,36,
BRC1WL,7/11/12,76,2,W,3,EBIS,L,20,38,
BRC1WL,7/11/12,77,4,W,3,EBIS,L,11,18,
BRC1WL,7/11/12,78,4,W,3,EBIS,L,11,20,
BRC1WL,7/11/12,79,5,W,3,DMON,J,21,44,
BRC1WL,7/11/12,80,5,B,3,DMON,J,22,43,
BRC1WL,7/11/12,81,5,W,3,EBIS,L,12,20,
BRC1WL,7/11/12,82,4,W,3,EBIS,L,13,21,
BRC1WL,7/11/12,83,13,W,3,EBIS,L,21,41,
BRC1WL,7/11/12,84,12,W,3,EBIS,L,17,34,
BRC1WL,7/11/12,85,13,W,3,EBIS,L,18,37,
BRC1WL,7/11/12,86,6,W,3,DMON,A,60,128,
BRC1WL,7/11/12,87,8,W,3,EBIS,L,23,45,
BRC1WL,7/11/12,88,9,W,3,EBIS,L,20,40,
BRC1WL,7/11/12,89,4,W,3,EBIS,L,20,36,
BRC1WL,7/11/12,90,4,W,3,EBIS,L,11,20,
BRC1WL,7/11/12,91,13,W,2,EBIS,L,17,33,
BRC1WL,7/11/12,92,12,W,3,EBIS,L,19,39,
BRC1WL,7/11/12,93,12,W,3,EBIS,L,16,37,
BRC1WL,7/11/12,94,9,W,3,EBIS,L,16,35,
BRC1WL,7/11/12,95,12,W,3,EBIS,L,20,41,
BRC1WL,7/11/12,96,12,W,2,EBIS,L,17,33,
BRC1WL,7/11/12,97,12,W,3,EBIS,L,16,34,
BRC1WL,7/11/12,98,13,W,3,EBIS,L,15,29,
BRC1WL,7/11/12,99,12,W,2,EBIS,L,20,40,
BRC1WL,7/11/12,100,6,B,3,DMON,A,56,126,
BRC1WL,7/11/12,101,4,B,3,DFUS,J,19,35,
BRC1WL,7/11/12,102,12,W,2,EBIS,L,10,21,
BRC1WL,7/11/12,103,12,W,2,EBIS,L,16,38,
BRC1WL,7/11/12,104,12,W,2,EBIS,L,17,36,
BRC1WL,7/11/12,105,8,W,3,EBIS,L,11,19,
BRC1WL,7/11/12,106,12,B,3,DMON,L,24,41,Juvenile?
BRC1WL,7/11/12,107,13,W,2,EBIS,L,15,32,
BRC1WL,7/11/12,108,6,W,2,EBIS,L,8,15,
BRC1WL,7/11/12,109,12,W,2,EBIS,L,19,40,
BRC1WL,7/11/12,110,11,B,2,DMON,J,21,43,
BRC1WL,7/11/12,111,7,B,2,DFUS,A,62,119,
BRC1WL,7/11/12,112,11,B,2,DMON,J,27,57,front right foot missing third digit
BRC1WL,7/11/12,113,13,B,2,DFUS,A,63,127,
BRC1WL,7/11/12,114,13,W,2,EBIS,A,24,48,
BRC1WL,7/11/12,115,12,W,2,DMON,J,14,30,
BRC1WL,7/11/12,116,11,B,2,DMON,A,33,56,
BRC1WL,7/11/12,117,10,B,3,DMON,A,29,58,
BRC1WL,7/11/12,118,12,B,2,DFUS,J,19,41,
BRC1WL,7/11/12,119,10,B,3,DFUS,J,19,39,
PRC1EL,7/12/12,1,31,W,1,DFUS,A,42,97,
PRC1EL,7/12/12,2,31,W,1,DMON,A,41,98,
PRC1EL,7/12/12,3,31,W,2,EBIS,L,10,20,
PRC1EL,7/12/12,4,31,W,2,DFUS,J,15,30,
PRC1EL,7/12/12,5,29,B,1,DMON,J,16,37,
PRC1EL,7/12/12,6,27,SB,2,DMON,A,37,82,SB: dry streambed
PRC1EL,7/12/12,7,27,SB,2,DMON,A,39,91,
PRC1EL,7/12/12,8,38,SB,1,DFUS,J,19,32,
PRC1EL,7/12/12,9,27,W,2,DFUS,J,15,35,
PRC1EL,7/12/12,10,27,W,1,DFUS,J,15,35,
PRC1EL,7/12/12,11,27,W,1,DFUS,J,17,38,
PRC1EL,7/12/12,12,28,B,1,DFUS,A,41,90,
PRC1EL,7/12/12,13,28,W,2,DFUS,J,16,36,
PRC1EL,7/12/12,14,35,SB,1,DFUS,J,15,29,
PRC1EL,7/12/12,15,38,B,1,DMON,J,26,56,
PRC1EL,7/12/12,16,35,B,1,DMON,A,52,122,
PRC1EL,7/12/12,17,40,W,4,DFUS,J,14,31,
PRC1EL,7/12/12,18,36,SB,1,DFUS,J,16,30,
PRC1EL,7/12/12,19,39,B,1,DMON,A,48,156,
PRC1EL,7/12/12,20,41,W,1,DFUS,J,16,37,
PRC1EL,7/12/12,21,37,B,1,DFUS,J,26,49,
PRC1EL,7/12/12,22,40,W,1,DMON,J,16,35,
PRC1EL,7/12/12,23,40,W,4,DFUS,A,46,111,
BRC1DS,7/25/12,1,14,W,2,EBIS,L,16,31,
BRC1DS,7/25/12,2,14,W,2,EBIS,L,20,35,
BRC1DS,7/25/12,3,13,W,2,EBIS,L,20,35,
BRC1DS,7/25/12,4,15,W,3,EBIS,L,18,33,
BRC1DS,7/25/12,5,10,W,3,EBIS,L,19,35,
BRC1DS,7/25/12,6,6,W,3,GPOR,L,52,91,
BRC1DS,7/25/12,7,23,W,1,EBIS,L,16,26,
BRC1DS,7/25/12,8,1,W,3,EBIS,L,18,36,
BRC1DS,7/25/12,9,1,W,3,GPOR,L,64,112,
BRC1DS,7/25/12,10,4,B,3,DFUS,J,20,36,
BRC1DS,7/25/12,11,6,W,3,EBIS,L,19,35,
BRC1DS,7/25/12,12,1,W,3,EBIS,L,11,20,
BRC1DS,7/25/12,13,2,W,3,EBIS,L,20,38,
BRC1DS,7/25/12,14,0,W,1,EBIS,L,16,29,
BRC1DS,7/25/12,15,4,W,3,EBIS,L,22,39,
BRC1DS,7/25/12,16,3,W,3,EBIS,L,19,34,
BRC1DS,7/25/12,17,4,B,3,DMON,A,58,106,split toes on rear left foot
BRC1DS,7/25/12,18,16,W,2,EBIS,L,11,20,
BRC1DS,7/25/12,19,13,W,2,EBIS,L,11,17,
BRC1DS,7/25/12,20,14,W,1,EBIS,L,11,20,
BRC1DS,7/25/12,21,6,W,3,EBIS,L,19,36,
BRC1DS,7/25/12,22,2,W,3,DMON,J,21,41,
BRC1DS,7/25/12,23,13,W,2,EBIS,L,11,18,
BRC1DS,7/25/12,24,3,W,3,EBIS,L,7,19,
BRC1DS,7/25/12,25,3,W,2,EBIS,L,12,23,
BRC1DS,7/25/12,26,4,W,3,GPOR,L,40,72,
BRC1DS,7/25/12,27,1,W,3,EBIS,L,11,19,
BRC1DS,7/25/12,28,12,W,2,GPOR,L,59,109,
BRC1DS,7/25/12,29,1,W,2,DMON,J,23,50,
RRC1EL,6/6/12,1,3,W,1,DFUS,J,16,40,"EE & AD surveyed; marked as larval, actually juvenile"
RRC1EL,6/6/12,2,12,W,1,DFUS,A,28,73,
RRC1EL,6/6/12,3,17,W,1,EBIS,L,10,21,
RRC1EL,6/6/12,4,17,W,1,EBIS,L,17,36,
RRC1EL,6/6/12,5,17,W,1,EBIS,L,14,25,
RRC1EL,6/6/12,6,17,W,1,EBIS,L,21,42,
RRC1EL,6/6/12,7,17,W,1,EBIS,L,10,25,
RRC1EL,6/6/12,8,17,W,1,EBIS,L,16,30,
RRC1EL,6/6/12,9,17,W,1,EBIS,L,24,45,
RRC1EL,6/6/12,10,17,W,1,EBIS,L,23,52,
RRC1EL,6/6/12,11,5,W,2,GPOR,L,44,87,
RRC1EL,6/6/12,12,6,W,2,EBIS,L,12,23,
RRC1EL,6/6/12,13,16,W,2,DFUS,J,21,62,
RRC1EL,6/6/12,14,16,W,2,EBIS,L,20,41,
RRC1EL,6/6/12,15,19,W,2,EBIS,L,14,22,
RRC1EL,6/6/12,16,20,W,2,EBIS,L,12,21,
RRC1EL,6/6/12,17,20,W,2,EBIS,L,18,36,
RRC1EL,6/6/12,18,16,W,3,EBIS,L,20,46,
RRC1EL,6/6/12,19,17,W,3,EBIS,L,13,29,
RRC1EL,6/6/12,20,17,W,3,EBIS,L,16,32,
RRC1EL,6/6/12,21,17,W,3,EBIS,L,13,26,
RRC1EL,6/6/12,22,18,W,3,EBIS,L,10,23,
RRC1EL,6/6/12,23,18,W,3,EBIS,L,19,45,
RRC1EL,6/6/12,24,19,W,3,EBIS,L,12,22,
RRC1EL,6/6/12,25,19,W,3,EBIS,L,16,33,
RRC1EL,6/6/12,26,20,W,3,GPOR,L,43,76,
RRC1EL,6/6/12,27,7,W,3,DFUS,J,22,44,
RRC1EU,6/6/12,1,20,W,1,DMON,A,36,69,
RRC1EU,6/6/12,2,17,W,1,DMON,J,25,51,
RRC1EU,6/6/12,3,7,W,1,EBIS,L,14,24,
RRC1EU,6/6/12,4,5,W,1,DFUS,A,57,113,
RRC1EU,6/6/12,5,4,W,1,EBIS,L,16,30,
RRC1EU,6/6/12,6,1,W,2,DMON,A,51,100,
RRC1EU,6/6/12,7,1,W,2,DMON,J,36,76,
RRC1EU,6/6/12,8,19,W,2,DFUS,J,17,36,"toe tips not black, 5 sets of spots, spots go down tail"
RRC1EU,6/6/12,9,7,W,2,EBIS,L,21,38,
RRC1EU,6/6/12,10,4,W,3,EBIS,L,13,24,very tip of tail missing
RRC1EU,6/6/12,11,16,W,3,DMON,J,20,41,
RRC1EU,6/6/12,12,16,W,3,DMON,J,21,44,
RRC1EU,6/6/12,13,19,W,3,DMON,J,25,42,
RRC1EU,6/6/12,14,10,B,3,DFUS,J,19,37,
NCC1W2,6/7/12,1,0,W,1,DMON,A,40,50,tail regenerating
NCC1W2,6/7/12,2,11,W,2,DMON,A,59,100,
NCC1W2,6/7/12,3,2,W,2,DFUS,A,49,91,
NCC1W2,6/7/12,4,15,W,1,EBIS,L,41,26,
NCC1W2,6/7/12,5,14,W,1,EBIS,L,21,42,
NCC1W2,6/7/12,6,15,W,1,EBIS,L,21,41,
NCC1W2,6/7/12,7,15,W,1,EBIS,L,29,47,
NCC1W2,6/7/12,8,9,W,1,DMON,J,29,58,
NCC1W2,6/7/12,9,15,W,1,EBIS,L,24,46,
NCC1W2,6/7/12,10,8,W,1,DMON,A,31,60,
NCC1W2,6/7/12,11,9,W,1,GPOR,L,35,65,
NCC1W2,6/7/12,12,0,W,1,EBIS,L,22,37,
NCC1W2,6/7/12,13,14,W,2,EBIS,L,22,35,"squashed, dead"
NCC1W2,6/7/12,14,15,W,2,EBIS,L,15,31,
NCC1W2,6/7/12,15,16,W,2,DFUS,A,35,74,
NCC1W2,6/7/12,16,13,W,2,DFUS,J,14,27,
NCC1W2,6/7/12,17,15,W,2,EBIS,L,20,38,
NCC1W2,6/7/12,18,15,W,2,EBIS,L,20,37,
NCC1W2,6/7/12,19,15,W,2,EBIS,L,17,32,
NCC1W2,6/7/12,20,15,W,2,GPOR,L,58,100,
NCC1W2,6/7/12,21,5,W,2,GPOR,L,60,91,tip of tail missing
NCC1W2,6/7/12,22,14,W,3,EBIS,L,17,33,
NCC1W2,6/7/12,23,4,W,2,EBIS,L,12,31,"no number 23 in book, shifted numbers during data entry: 24 becomes 23"
NCC1W2,6/7/12,24,15,W,3,EBIS,L,15,29,
NCC1W2,6/7/12,25,15,W,3,DMON,A,56,114,
NCC1W2,6/7/12,26,15,W,3,EBIS,L,20,38,
NCC1W2,6/7/12,27,9,W,3,EBIS,L,22,41,gills barely visible
NCC1W2,6/7/12,28,5,W,3,DFUS,A,29,59,
NCC1W2,6/7/12,29,5,W,3,EBIS,L,23,45,
NCC1W2,6/7/12,30,16,W,3,EBIS,L,26,53,
NCC1W2,6/7/12,31,8,W,3,DFUS,J,22,51,
NCC1U1,6/7/12,1,11,W,1,DFUS,J,14,26,
NCC1U1,6/7/12,2,11,W,1,DMON,J,25,56,
NCC1U1,6/7/12,3,11,W,1,DMON,A,49,109,
NCC1U1,6/7/12,4,15,W,1,DFUS,J,12,26,"marked as larval, should be juvenile"
NCC1U1,6/7/12,5,15,W,1,DMON,J,30,73,
NCC1U1,6/7/12,6,16,W,1,DFUS,J,20,44,
NCC1U1,6/7/12,7,17,W,1,GPOR,A,68,136,
NCC1U1,6/7/12,8,17,W,1,DMON,J,44,76,
NCC1U1,6/7/12,9,11,W,1,DFUS,J,12,30,"marked as larval, should be juvenile"
NCC1U1,6/7/12,10,18,W,1,GPOR,L,32,60,
NCC1U1,6/7/12,11,20,W,1,DFUS,J,18,43,
NCC1U1,6/7/12,12,20,W,1,GPOR,L,47,92,
NCC1U1,6/7/12,13,19,W,1,EBIS,L,16,33,
NCC1U1,6/7/12,14,16,W,2,GPOR,L,33,70,
NCC1U1,6/7/12,15,11,W,2,EBIS,L,22,36,
NCC1U1,6/7/12,16,11,W,2,EBIS,L,19,35,
NCC1U1,6/7/12,17,11,W,2,GPOR,L,32,70,
NCC1U1,6/7/12,18,13,W,2,EBIS,L,12,23,
NCC1U1,6/7/12,19,13,W,2,EBIS,L,22,40,
NCC1U1,6/7/12,20,20,W,2,DFUS,J,12,26,"marked as larval, should be juvenile"
NCC1U1,6/7/12,21,1,W,3,GPOR,L,47,82,
NCC1U1,6/7/12,22,18,W,3,GPOR,L,29,45,
NCC1U1,6/7/12,23,12,W,3,DMON,J,26,60,
NCC1U1,6/7/12,24,19,W,3,GPOR,L,40,69,
NCC1U1,6/7/12,25,12,W,3,DMON,J,20,42,"marked as larval, should be juvenile"
NCC1U1,6/7/12,26,12,W,3,DMON,J,26,47,
NCC1U1,6/7/12,27,13,W,3,EBIS,L,14,29,
NCC1U1,6/7/12,28,20,W,3,DFUS,J,18,39,
NCC1U1,6/7/12,29,20,W,3,GPOR,L,44,87,"marked as juvenile, should be larval"
NCC1U1,6/7/12,30,19,W,3,GPOR,L,39,86,"marked as juvenile, should be larval"
HRC2WL,6/11/12,1,5,W,1,DMON,A,55,100,
HRC2WL,6/11/12,2,6,W,1,DMON,J,25,59,
HRC2WL,6/11/12,3,6,W,1,DMON,A,47,95,
HRC2WL,6/11/12,4,7,W,1,DMON,A,56,93,
HRC2WL,6/11/12,5,8,W,1,DMON,A,58,110,need to review notes from this
HRC2WL,6/11/12,6,8,W,1,DMON,A,56,116,
HRC2WL,6/11/12,7,19,W,1,DMON,A,50,83,
HRC2WL,6/11/12,8,16,W,1,EBIS,L,17,29,
HRC2WL,6/11/12,9,16,W,1,GPOR,L,45,84,
HRC2WL,6/11/12,10,16,W,1,EBIS,L,16,25,
HRC2WL,6/11/12,11,8,W,2,EBIS,L,25,57,
HRC2WL,6/11/12,12,9,W,2,EBIS,L,15,29,
HRC2WL,6/11/12,13,9,W,2,EBIS,L,17,32,
HRC2WL,6/11/12,14,18,W,2,DMON,A,49,98,
HRC2WL,6/11/12,15,18,W,2,DFUS,J,17,32,
HRC2WL,6/11/12,16,19,W,2,DMON,A,48,102,
HRC2WL,6/11/12,17,15,W,3,EBIS,L,18,35,
HRC2WL,6/11/12,18,15,W,3,EBIS,L,21,45,
HRC2WL,6/11/12,19,17,W,3,EBIS,L,22,43,
HRC2WL,6/11/12,20,17,W,3,EBIS,A,32,84,
HRC2WL,6/11/12,21,4,W,3,DMON,A,47,92,
HRC2WL,6/11/12,22,5,W,3,DMON,A,45,77,
HRC2WL,6/11/12,23,7,W,3,DMON,J,27,59,
HRC2WL,6/11/12,24,7,W,3,DMON,A,54,110,
HRC2WL,6/11/12,25,7,W,3,EBIS,L,21,38,
HRC2WL,6/11/12,26,7,W,3,EBIS,L,24,47,
HRC2WL,6/11/12,27,18,W,3,GPOR,L,38,65,
HRC2WL,6/11/12,28,18,W,3,GPOR,L,52,97,
HRC2WL,6/11/12,29,19,W,3,EBIS,L,16,31,
HRC2WL,6/11/12,30,19,W,3,EBIS,L,22,45,
HRC2WL,6/11/12,31,19,W,3,EBIS,L,19,35,
HRC2WL,6/11/12,32,20,W,3,EBIS,L,19,40,
HRC2WU,6/11/12,1,5,W,2,DMON,J,24,51,
HRC2WU,6/11/12,2,5,W,1,DFUS,J,23,51,
HRC2WU,6/11/12,3,4,W,2,DMON,J,27,55,
HRC2WU,6/11/12,4,5,W,1,DFUS,J,22,44,
HRC2WU,6/11/12,5,6,W,1,DMON,A,40,83,
HRC2WU,6/11/12,6,5,W,1,EBIS,A,38,42,no tail
HRC2WU,6/11/12,7,19,W,1,DFUS,J,14,28,
HRC2WU,6/11/12,8,18,W,1,DMON,A,63,126,
HRC2WU,6/11/12,9,18,W,1,DMON,J,17,31,
HRC2WU,6/11/12,10,17,W,1,DFUS,A,39,82,
HRC2WU,6/11/12,11,6,W,3,DFUS,J,21,47,
HRC2WU,6/11/12,12,14,W,1,EBIS,J,21,51,
HRC2WU,6/11/12,13,19,W,3,DMON,A,56,109,
HRC2WU,6/11/12,14,19,W,3,GPOR,L,47,90,
HRC2WU,6/11/12,15,18,W,3,DFUS,J,14,32,
HRC2WU,6/11/12,16,5,W,3,EBIS,L,21,37,
PARC1NL,6/12/12,1,19,W,1,DMON,A,31,66,
PARC1NL,6/12/12,2,18,W,1,DMON,A,41,91,
PARC1NL,6/12/12,3,5,W,2,DMON,A,36,81,
PARC1NL,6/12/12,4,5,W,2,DFUS,J,15,30,
PARC1NL,6/12/12,5,6,W,2,DFUS,J,23,30,
PARC1NL,6/12/12,6,15,W,2,EBIS,L,13,31,
PARC1NL,6/12/12,7,3,W,3,EBIS,L,19,33,
PARC1NL,6/12/12,8,15,W,3,DFUS,J,19,22,
PARC1NL,6/12/12,9,12,B,3,EBIS,A,32,52,
PARC1NL,6/12/12,10,17,W,3,EBIS,L,20,37,
PARC1NL,6/12/12,11,19,W,3,EBIS,L,19,31,
PARU1,6/12/12,1,10,W,1,EBIS,L,20,37,
PARU1,6/12/12,2,9,W,1,EBIS,L,21,32,
PARU1,6/12/12,3,9,W,1,EBIS,L,19,33,
PARU1,6/12/12,4,13,W,1,EBIS,L,23,36,
PARU1,6/12/12,5,14,W,1,EBIS,L,18,27,
PARU1,6/12/12,6,12,W,2,EBIS,J,22,36,
PARU1,6/12/12,7,12,W,2,DFUS,A,50,97,
PARU1,6/12/12,8,11,W,1,DFUS,A,51,103,
PARU1,6/12/12,9,10,W,1,EBIS,L,24,49,
PARU1,6/12/12,10,15,W,1,DFUS,A,38,84,
PARU1,6/12/12,11,6,W,3,EBIS,L,16,31,
PARU1,6/12/12,12,16,W,1,DFUS,A,44,95,
PARU1,6/12/12,13,18,W,3,EBIS,L,22,38,
PARU1,6/12/12,14,17,W,2,EBIS,L,21,36,
PARU1,6/12/12,15,17,W,2,EBIS,L,17,27,
PARU1,6/12/12,16,10,W,1,PRUB,A,41,78,
PARU1,6/12/12,17,13,W,2,DFUS,J,19,37,
PARU1,6/12/12,18,8,W,3,EBIS,L,26,45,
PARU1,6/12/12,19,,W,,EBIS,L,27,60,no pass/location data; on 4 ¤ 14 section of transect
PARU1,6/12/12,20,7,W,1,EBIS,L,21,42,
PARU1,6/12/12,21,6,W,2,GPOR,L,20,37,
PARU1,6/12/12,22,10,W,2,EBIS,L,19,38,
PARU1,6/12/12,23,13,W,2,DFUS,A,41,91,
PARU1,6/12/12,24,13,W,2,GPOR,L,33,63,
PARU1,6/12/12,25,14,W,1,EBIS,L,13,36,
PARU1,6/12/12,26,12,W,2,EBIS,J,22,44,
BRC1EL,6/13/12,1,8,W,1,DFUS,J,18,38,
BRC1EL,6/13/12,2,5,W,1,DFUS,J,30,59,
BRC1EL,6/13/12,3,10,W,1,DMON,A,60,128,
BRC1EL,6/13/12,4,8,W,1,DFUS,A,51,75,
BRC1EL,6/13/12,5,0,W,2,DFUS,A,58,117,
BRC1EL,6/13/12,6,8,W,1,DFUS,A,38,85,
BRC1EL,6/13/12,7,0,W,1,GPOR,L,47,79,
BRC1EL,6/13/12,8,0,W,1,EBIS,L,19,35,
